,name,stad,citizen,religious,experience,sweden,poland,iraq,somalia,woman,skilledjob,invited,city1,city2,city3,city4,city5,city6,city7,immigrant,time
471,Mateusz Nowak,Stockholm,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.054669653
472,Ali Hadad,Stockholm,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.054669653
473,Maria Nowak,Stockholm,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0.054669653
474,Zainab Hadad,Stockholm,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.054669653
475,Mateusz Nowak,Stockholm,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.054669653
476,Fatima Mohammed,Stockholm,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0.071362093
477,Maria Nowak,Stockholm,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.071779589
478,Maria Nowak,Stockholm,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.072268397
479,Abdi Mohammed,Stockholm,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.072848496
480,Mateusz Nowak,Stockholm,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.079127129
481,Filip Lindberg,Stockholm,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.077098228
482,Mateusz Nowak,Stockholm,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.075170772
483,Zainab Hadad,Stockholm,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.073337339
484,Fatima Mohammed,Stockholm,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.071591212
485,Zainab Hadad,Stockholm,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.0699263
486,Abdi Mohammed,Stockholm,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.091116088
487,Emma Lindberg,Stockholm,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.089091286
488,Ali Hadad,Stockholm,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.087154519
489,Zainab Hadad,Stockholm,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.085300167
490,Maria Nowak,Stockholm,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.08352308
491,Filip Lindberg,Stockholm,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.10227316
492,Fatima Mohammed,Stockholm,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.100227697
493,Ali Hadad,Stockholm,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.098262448
494,Maria Nowak,Stockholm,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.115647342
495,Fatima Mohammed,Stockholm,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.113465317
496,Emma Lindberg,Stockholm,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.111364107
497,Zainab Hadad,Stockholm,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.127562523
498,Zainab Hadad,Stockholm,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.125284621
499,Mateusz Nowak,Stockholm,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.123086645
500,Fatima Mohammed,Stockholm,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0.138245099
501,Abdi Mohammed,Stockholm,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.135901961
502,Ali Hadad,Stockholm,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0.133636929
503,Abdi Mohammed,Stockholm,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.131446159
504,Mateusz Nowak,Stockholm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.12932606
505,Sarah Amari,Stockholm,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.140607139
506,Ahmed Amari,Stockholm,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.1372461
507,Awa Zakaria,Stockholm,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.134182824
508,Ahmed Amari,Stockholm,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.151137692
509,Khalid Zakaria,Stockholm,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0.147758446
510,Malin Svensson,Stockholm,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.162856627
511,Khalid Zakaria,Stockholm,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.159290725
512,Sarah Amari,Stockholm,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.156578117
513,Antoni Kowalski,Stockholm,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.154193295
514,Julia Kowalski,Stockholm,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.152080232
515,Julia Kowalski,Stockholm,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.159969249
516,Awa Zakaria,Stockholm,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0.157776915
517,Khalid Zakaria,Stockholm,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.155797936
518,Malin Svensson,Stockholm,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0.154002612
519,Antoni Kowalski,Stockholm,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.152366511
520,Erik Svensson,Stockholm,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.151641527
521,Erik Svensson,Stockholm,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.150967702
522,Julia Kowalski,Stockholm,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0.150339807
523,Awa Zakaria,Stockholm,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.139256809
524,Ahmed Amari,Stockholm,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.139804959
525,Khalid Zakaria,Stockholm,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.140387304
526,Ahmed Amari,Stockholm,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.141784192
527,Antoni Kowalski,Stockholm,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.143303166
528,Ahmed Amari,Stockholm,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.14496096
529,Julia Kowalski,Stockholm,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.146777517
530,Sarah Amari,Stockholm,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.141221493
531,Antoni Kowalski,Stockholm,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.143032418
532,Awa Zakaria,Stockholm,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.145045862
533,Julia Kowalski,Stockholm,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.14729781
534,Julia Kowalski,Stockholm,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.045660222
535,Khalid Zakaria,Stockholm,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.045660222
536,Antoni Kowalski,Stockholm,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.045660222
537,Erik Svensson,Stockholm,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.045660222
538,Antoni Kowalski,Stockholm,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.073781385
539,Sarah Amari,Stockholm,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.067840049
540,Awa Zakaria,Stockholm,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.065685854
541,Sarah Amari,Stockholm,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0.06381658
542,Khalid Zakaria,Stockholm,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.062179205
543,Malin Svensson,Stockholm,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.060733098
544,Ahmed Amari,Stockholm,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.073179766
545,Sarah Amari,Stockholm,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.071309612
546,Julia Kowalski,Stockholm,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0.069625346
547,Erik Svensson,Stockholm,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.079883127
548,Awa Zakaria,Stockholm,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.077963569
549,Ahmed Amari,Stockholm,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.076210052
550,Julia Kowalski,Stockholm,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.074601927
551,Awa Zakaria,Stockholm,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.07312183
552,Malin Svensson,Stockholm,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.071755058
553,Sarah Amari,Stockholm,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.070489075
554,Sarah Amari,Stockholm,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.078162764
555,Antoni Kowalski,Stockholm,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.076763692
556,Awa Zakaria,Stockholm,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.128060627
557,Khalid Zakaria,Stockholm,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.125888243
558,Ahmed Amari,Stockholm,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.123893678
559,Khalid Zakaria,Stockholm,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.122055957
560,Antoni Kowalski,Stockholm,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.164465529
561,Zainab Hadad,Stockholm,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.164487599
562,Ali Hadad,Stockholm,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.164511043
563,Fatima Mohammed,Stockholm,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.164535993
564,Ali Hadad,Stockholm,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.164210943
565,Abdi Mohammed,Stockholm,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.164227306
566,Emma Lindberg,Stockholm,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.164244832
567,Abdi Mohammed,Stockholm,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.16426365
568,Zainab Hadad,Stockholm,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.164283907
569,Mateusz Nowak,Stockholm,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.164305776
570,Maria Nowak,Stockholm,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.164329457
571,Maria Nowak,Stockholm,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.164355185
572,Fatima Mohammed,Stockholm,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.164383238
573,Abdi Mohammed,Stockholm,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.164413944
574,Emma Lindberg,Stockholm,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1644477
575,Mateusz Nowak,Stockholm,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.164484983
576,Filip Lindberg,Stockholm,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.143316179
577,Filip Lindberg,Stockholm,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.140562528
578,Maria Nowak,Stockholm,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.144682154
579,Fatima Mohammed,Stockholm,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.144791731
580,Ali Hadad,Stockholm,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.144898818
581,Abdi Mohammed,Stockholm,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.145003498
582,Ali Hadad,Stockholm,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.145105853
583,Mateusz Nowak,Stockholm,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.136162728
584,Ali Hadad,Stockholm,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.137231228
585,Maria Nowak,Stockholm,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0.138370307
586,Zainab Hadad,Stockholm,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0.139587197
587,Mateusz Nowak,Stockholm,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.140890153
588,Fatima Mohammed,Stockholm,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.14228864
589,Maria Nowak,Stockholm,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.131622283
590,Maria Nowak,Stockholm,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0.12841904
591,Abdi Mohammed,Stockholm,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.128996764
592,Mateusz Nowak,Stockholm,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.129613879
593,Filip Lindberg,Stockholm,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.126000571
594,Mateusz Nowak,Stockholm,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.126553222
595,Zainab Hadad,Stockholm,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.127147848
596,Fatima Mohammed,Stockholm,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.126465072
597,Zainab Hadad,Stockholm,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.127921312
598,Abdi Mohammed,Stockholm,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.12956001
599,Emma Lindberg,Stockholm,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.131417749
600,Ali Hadad,Stockholm,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.134210029
601,Zainab Hadad,Stockholm,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.13719283
602,Maria Nowak,Stockholm,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.14075057
603,Filip Lindberg,Stockholm,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.134490971
604,Fatima Mohammed,Stockholm,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.136292236
605,Ali Hadad,Stockholm,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.138206744
606,Maria Nowak,Stockholm,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.140245521
607,Fatima Mohammed,Stockholm,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.112894177
608,Emma Lindberg,Stockholm,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.112684502
609,Zainab Hadad,Stockholm,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.142421071
610,Zainab Hadad,Stockholm,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.112478285
611,Mateusz Nowak,Stockholm,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.112446242
612,Fatima Mohammed,Stockholm,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0.095355731
613,Abdi Mohammed,Stockholm,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.094228111
614,Ali Hadad,Stockholm,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.098452613
615,Abdi Mohammed,Stockholm,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.101800486
616,Mateusz Nowak,Stockholm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.101768726
617,Sarah Amari,Stockholm,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0.101737662
618,Ahmed Amari,Stockholm,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.101707272
619,Awa Zakaria,Stockholm,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.101677533
620,Ahmed Amari,Stockholm,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.101648425
621,Khalid Zakaria,Stockholm,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.086933735
622,Malin Svensson,Stockholm,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.08946548
623,Khalid Zakaria,Stockholm,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.088726454
624,Sarah Amari,Stockholm,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.088725786
625,Antoni Kowalski,Stockholm,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.088725118
626,Julia Kowalski,Stockholm,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.09358629
627,Julia Kowalski,Stockholm,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.094035794
628,Awa Zakaria,Stockholm,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.094520514
629,Khalid Zakaria,Stockholm,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.095044757
630,Malin Svensson,Stockholm,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.095613563
631,Antoni Kowalski,Stockholm,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.096232865
632,Erik Svensson,Stockholm,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.09660853
633,Erik Svensson,Stockholm,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.097023146
634,Julia Kowalski,Stockholm,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.09746257
635,Awa Zakaria,Stockholm,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0.151527907
636,Ahmed Amari,Stockholm,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.148603141
637,Khalid Zakaria,Stockholm,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.145885532
638,Ahmed Amari,Stockholm,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.143468375
639,Antoni Kowalski,Stockholm,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.141304454
640,Ahmed Amari,Stockholm,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.139355955
641,Julia Kowalski,Stockholm,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.138729981
642,Sarah Amari,Stockholm,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.137844293
643,Antoni Kowalski,Stockholm,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.148540467
644,Awa Zakaria,Stockholm,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.14878972
645,Julia Kowalski,Stockholm,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.148269032
646,Julia Kowalski,Stockholm,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.153190712
647,Khalid Zakaria,Stockholm,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.157657862
648,Antoni Kowalski,Stockholm,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.185785941
649,Erik Svensson,Stockholm,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.181564602
650,Antoni Kowalski,Stockholm,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.177808124
651,Sarah Amari,Stockholm,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0.122998592
652,Awa Zakaria,Stockholm,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.125633121
653,Sarah Amari,Stockholm,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.125890459
654,Khalid Zakaria,Stockholm,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.126139333
655,Malin Svensson,Stockholm,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.126380154
656,Ahmed Amari,Stockholm,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.225941353
657,Sarah Amari,Stockholm,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.2235728
658,Julia Kowalski,Stockholm,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0.221407804
659,Erik Svensson,Stockholm,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.219421204
660,Awa Zakaria,Stockholm,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.217591825
661,Ahmed Amari,Stockholm,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0.224913301
662,Julia Kowalski,Stockholm,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0.223016696
663,Awa Zakaria,Stockholm,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0.26840794
664,Malin Svensson,Stockholm,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.270121205
665,Sarah Amari,Stockholm,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.269344332
666,Sarah Amari,Stockholm,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.268613815
667,Antoni Kowalski,Stockholm,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.267925625
668,Awa Zakaria,Stockholm,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0.267276187
669,Khalid Zakaria,Stockholm,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.084015458
670,Ahmed Amari,Stockholm,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.081879697
671,Khalid Zakaria,Stockholm,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.083937648
672,Antoni Kowalski,Stockholm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.086876732
673,Zainab Hadad,Stockholm,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.089357788
674,Ali Hadad,Stockholm,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.091480145
675,Fatima Mohammed,Stockholm,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.093316347
676,Ali Hadad,Stockholm,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.090073826
677,Abdi Mohammed,Stockholm,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.091472497
678,Emma Lindberg,Stockholm,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.092723121
679,Abdi Mohammed,Stockholm,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.093848023
680,Zainab Hadad,Stockholm,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.077006514
681,Mateusz Nowak,Stockholm,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.076989386
682,Maria Nowak,Stockholm,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.095724108
683,Maria Nowak,Stockholm,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.097387894
684,Fatima Mohammed,Stockholm,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0.098919257
685,Abdi Mohammed,Stockholm,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.100333402
686,Emma Lindberg,Stockholm,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.168412305
687,Mateusz Nowak,Stockholm,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.1690765
688,Filip Lindberg,Stockholm,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.169780102
689,Filip Lindberg,Stockholm,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.170526725
690,Maria Nowak,Stockholm,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0.194257863
691,Fatima Mohammed,Stockholm,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.198013966
692,Ali Hadad,Stockholm,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.197021036
693,Abdi Mohammed,Stockholm,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.196076128
694,Ali Hadad,Stockholm,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0.195175839
695,Mateusz Nowak,Stockholm,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.194317083
696,Ali Hadad,Stockholm,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.100504404
697,Maria Nowak,Stockholm,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.10050337
698,Zainab Hadad,Stockholm,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.10050837
699,Mateusz Nowak,Stockholm,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.100507342
700,Fatima Mohammed,Stockholm,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0.100512388
701,Maria Nowak,Stockholm,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.100511367
702,Maria Nowak,Stockholm,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.100510338
703,Abdi Mohammed,Stockholm,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.100515445
704,Mateusz Nowak,Stockholm,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.100514424
705,Filip Lindberg,Stockholm,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.100513395
